sentence,key_point,stance,label
"Better and safer bike lanes, more sidewalks, covered shelters at bus stops, more buses, and a new train system.",You can't make affordable housing by subsidy.,-1,0
"Better and safer bike lanes, more sidewalks, covered shelters at bus stops, more buses, and a new train system.",AFFORDABILITY ACROSS ALL HOUSEHOLD INCOMES,-1,0
"Better and safer bike lanes, more sidewalks, covered shelters at bus stops, more buses, and a new train system.",Better training of utility employees!!,-1,0
"Better and safer bike lanes, more sidewalks, covered shelters at bus stops, more buses, and a new train system.","Effective, affordable ride-share networks are critical.",-1,0
"Better and safer bike lanes, more sidewalks, covered shelters at bus stops, more buses, and a new train system.",INCREASE SOCIAL SECURITY FOR ELDERLY.,-1,0
"Better and safer bike lanes, more sidewalks, covered shelters at bus stops, more buses, and a new train system.",More affordable apartments for senior independent living,-1,0
"Better and safer bike lanes, more sidewalks, covered shelters at bus stops, more buses, and a new train system.",Gentrification is out of control.,-1,0
"Better and safer bike lanes, more sidewalks, covered shelters at bus stops, more buses, and a new train system.",We need cleaner streets/roads,-1,0
"Better and safer bike lanes, more sidewalks, covered shelters at bus stops, more buses, and a new train system.",PROVIDE MORE GREEN SPACE,-1,0
"Better and safer bike lanes, more sidewalks, covered shelters at bus stops, more buses, and a new train system.",The city is becoming extremely unaffordable.,-1,0
"Better and safer bike lanes, more sidewalks, covered shelters at bus stops, more buses, and a new train system.",This city needs more motor vehicle traffic lanes!!,-1,0
No agency including the firefighters should be allowed to beg for money on the street corners.,Traffic congestion needs major improvement,-1,0
No agency including the firefighters should be allowed to beg for money on the street corners.,Austin needs better public transportation,-1,0
No agency including the firefighters should be allowed to beg for money on the street corners.,Austin needs more affordable housing,-1,0
No agency including the firefighters should be allowed to beg for money on the street corners.,security is top priority,-1,0
No agency including the firefighters should be allowed to beg for money on the street corners.,THE HOMELESS POPULATION NEEDS MORE HELP/ATTENTION,-1,0
No agency including the firefighters should be allowed to beg for money on the street corners.,AFFORDABLE HOUSING TO KEEP CITY DIVERSE.,-1,0
No agency including the firefighters should be allowed to beg for money on the street corners.,BETTER LONG RANGE PLANNING ON TRAFFIC FLOW.,-1,0
No agency including the firefighters should be allowed to beg for money on the street corners.,We need to manage growth better.,-1,0
No agency including the firefighters should be allowed to beg for money on the street corners.,Real estate taxes are too high,-1,0
No agency including the firefighters should be allowed to beg for money on the street corners.,Please provide safety for cyclists.,-1,0
No agency including the firefighters should be allowed to beg for money on the street corners.,Utilities are too high.,-1,0
No agency including the firefighters should be allowed to beg for money on the street corners.,ROAD QUALITY IS POOR,-1,0
No agency including the firefighters should be allowed to beg for money on the street corners.,We need infrastructure to support rapid growth,-1,0
No agency including the firefighters should be allowed to beg for money on the street corners.,Affordable housing for low income /working families,-1,0
No agency including the firefighters should be allowed to beg for money on the street corners.,Growth needs to pay for itself.,-1,0
No agency including the firefighters should be allowed to beg for money on the street corners.,HOUSING PRICES ARE OUT OF CONTROL.,-1,0
No agency including the firefighters should be allowed to beg for money on the street corners.,The police are too reactive and authoritarian.,-1,0
No agency including the firefighters should be allowed to beg for money on the street corners.,PRESERVE THE LOCAL NEIGHBORHOODS ZONING.,-1,0
No agency including the firefighters should be allowed to beg for money on the street corners.,Embrace growth and innovation!,-1,0
No agency including the firefighters should be allowed to beg for money on the street corners.,PROPERTY TAXES ARE DRIVING PEOPLE OUT.,-1,0
No agency including the firefighters should be allowed to beg for money on the street corners.,homeless population grows and spreads out.,-1,0
No agency including the firefighters should be allowed to beg for money on the street corners.,"privatize utilities, energy, water, etc.",-1,0
No agency including the firefighters should be allowed to beg for money on the street corners.,Code issues are hurting the city.,-1,0
No agency including the firefighters should be allowed to beg for money on the street corners.,MAKE TAXES MORE AFFORDABLE.,-1,0
No agency including the firefighters should be allowed to beg for money on the street corners.,TAKE BETTER CARE OF THE HOMELESS!,-1,0
No agency including the firefighters should be allowed to beg for money on the street corners.,WATER CONSERVATION IS A PRIORITY.,-1,0
No agency including the firefighters should be allowed to beg for money on the street corners.,QUALITY OF LIFE FOR RETIREES,-1,0
No agency including the firefighters should be allowed to beg for money on the street corners.,Police are overusing and abusing authority,-1,0
No agency including the firefighters should be allowed to beg for money on the street corners.,CRIME IS ON THE INCREASE.,-1,0
No agency including the firefighters should be allowed to beg for money on the street corners.,TOLL ROADS DISCRIMINATE AGAINST LOW INCOME PEOPLE.,-1,0
No agency including the firefighters should be allowed to beg for money on the street corners.,ADA COMPLIANCE IS LACKING,-1,0
No agency including the firefighters should be allowed to beg for money on the street corners.,You can't make affordable housing by subsidy.,-1,0
No agency including the firefighters should be allowed to beg for money on the street corners.,AFFORDABILITY ACROSS ALL HOUSEHOLD INCOMES,-1,0
No agency including the firefighters should be allowed to beg for money on the street corners.,Better training of utility employees!!,-1,-1
No agency including the firefighters should be allowed to beg for money on the street corners.,"Effective, affordable ride-share networks are critical.",-1,0
No agency including the firefighters should be allowed to beg for money on the street corners.,INCREASE SOCIAL SECURITY FOR ELDERLY.,-1,0
No agency including the firefighters should be allowed to beg for money on the street corners.,More affordable apartments for senior independent living,-1,0
No agency including the firefighters should be allowed to beg for money on the street corners.,Gentrification is out of control.,-1,0
No agency including the firefighters should be allowed to beg for money on the street corners.,We need cleaner streets/roads,-1,0
No agency including the firefighters should be allowed to beg for money on the street corners.,PROVIDE MORE GREEN SPACE,-1,0
No agency including the firefighters should be allowed to beg for money on the street corners.,The city is becoming extremely unaffordable.,-1,0
No agency including the firefighters should be allowed to beg for money on the street corners.,This city needs more motor vehicle traffic lanes!!,-1,0
"the efforts on mopac are the joke of the city, and will be outdated before they are finished.",Traffic congestion needs major improvement,-1,0
"the efforts on mopac are the joke of the city, and will be outdated before they are finished.",Austin needs better public transportation,-1,0
