prefix,topic,text,set,model,plausibility_score,plausibility_label,stance_conf,stance_label,combined_label
"Prenatal testing consists of prenatal screening and prenatal diagnosis, which are aspects of prenatal care that focus on detecting problems with the pregnancy as early as possible. Prenatal diagnosis should be mandatory",Prenatal diagnosis should be mandatory,"if a woman is to have a baby child, it shouldn't be out of reach for the government to subsidize the cost of the child.  we all know the risks of carrying a child and these risks should be considered when a decision has to",dev,GPT-2-RANK-FWS,0,No,,,0
Prenatal diagnosis should be mandatory,Prenatal diagnosis should be mandatory,"prenatal care can be improved by including more information about the fetus' needs, so mandatory prenatal care would be the most effective way to accomplish this.",dev,GPT-2-RANK,0.857142857,Yes,0.857142857,Pro,1
Prenatal diagnosis should be mandatory,Prenatal diagnosis should be mandatory,prenatal care can help a child receive the support they need,dev,GPT-2-RANK,1,Yes,1,Pro,1
Prenatal diagnosis should be mandatory,Prenatal diagnosis should be mandatory,"prenatal care can provide a child for a much lower cost than public school, which is often the only option for the parent with two children under the supervision of their local schoolteacher.",dev,GPT-2-RANK,0.285714286,No,,,0
Prenatal diagnosis should be mandatory,Prenatal diagnosis should be mandatory,"prenatal care is a poor substitute for good, integrated care",dev,GPT-2-ALL,0.571428571,No,,,0
Prenatal diagnosis should be mandatory,Prenatal diagnosis should be mandatory,"Prenatal care is such a wonderful service, as women who have had a baby are put in a position to help a stranger",dev,GPT-2-LN,0.142857143,No,,,0
Prenatal diagnosis should be mandatory,Prenatal diagnosis should be mandatory,"prenatal diagnosis and early intervention are important to avoid maternal death, and should be available for women in low-risk pregnancies",dev,GPT-2-LN,0.571428571,No,,,0
Prenatal diagnosis should be mandatory,Prenatal diagnosis should be mandatory,prenatal diagnosis and treatment of prostate cancer are effective and feasible,dev,GPT-2-LN,0.428571429,No,,,0
Prenatal diagnosis should be mandatory,Prenatal diagnosis should be mandatory,prenatal diagnosis can be a very relevant and crucial point in women's treatment,dev,GPT-2-LN,1,Yes,1,Pro,1
Prenatal diagnosis should be mandatory,Prenatal diagnosis should be mandatory,prenatal diagnosis can help the child find the right family and support system which will be the one to provide them with the proper care throughout their life,dev,GPT-2-RANK,0.571428571,No,,,0
Prenatal diagnosis should be mandatory,Prenatal diagnosis should be mandatory,prenatal diagnosis can help with future medical issues,dev,GPT-2-RANK,1,Yes,1,Pro,1
Prenatal diagnosis should be mandatory,Prenatal diagnosis should be mandatory,prenatal diagnosis could lead to a second or subsequent or fatal diagnosis,dev,GPT-2-LN,0.285714286,No,,,0
Prenatal diagnosis should be mandatory,Prenatal diagnosis should be mandatory,"prenatal diagnosis is the most common prenatal diagnostic tool used to screen for gestational alcohol use, and therefore deserves more support",dev,GPT-2-ALL,0.714285714,Yes,0.857142857,Pro,1
Prenatal diagnosis should be mandatory,Prenatal diagnosis should be mandatory,prenatal diagnosis of gestational diabetes could lead to a worse prognosis,dev,GPT-2-ALL,0.571428571,No,,,0
Prenatal diagnosis should be mandatory,Prenatal diagnosis should be mandatory,prenatal mother-to-be screening is not effective or safe,dev,GPT-2-RANK-CE,0.857142857,Yes,1,Con,1
"Prenatal testing consists of prenatal screening and prenatal diagnosis, which are aspects of prenatal care that focus on detecting problems with the pregnancy as early as possible. Prenatal diagnosis should be mandatory",Prenatal diagnosis should be mandatory,prenatal screening is an important component in the prenatal care system,dev,GPT-2-LN-FWS,1,Yes,0.857142857,Pro,1
Prenatal diagnosis should be mandatory,Prenatal diagnosis should be mandatory,prenatal test are a useful tool to begin a child's life with. they give the mother a better understanding of his or her body and child-birth experience.,dev,GPT-2-RANK-CE,0.428571429,No,,,0
"Prenatal testing consists of prenatal screening and prenatal diagnosis, which are aspects of prenatal care that focus on detecting problems with the pregnancy as early as possible. Prenatal diagnosis should be mandatory",Prenatal diagnosis should be mandatory,prenatal testing and monitoring can be effective in the early years,dev,GPT-2-LN-FWS,0.571428571,No,,,0
Prenatal diagnosis should be mandatory,Prenatal diagnosis should be mandatory,prenatal testing can help doctors to better understand a couple and their newborn.,dev,GPT-2-RANK-CE,0.857142857,Yes,0.857142857,Pro,1
Prenatal diagnosis should be mandatory,Prenatal diagnosis should be mandatory,prenatal testing can help doctors to learn more about certain conditions that might be overlooked,dev,GPT-2-RANK-CE,1,Yes,0.857142857,Pro,1
Prenatal diagnosis should be mandatory,Prenatal diagnosis should be mandatory,prenatal testing for mental retardation could lead to other social issues such as substance abuse or homelessness,dev,GPT-2-LN-FWS,0.142857143,No,,,0
Prenatal diagnosis should be mandatory,Prenatal diagnosis should be mandatory,prenatal testing is a key component of the prenatal care system and is integral to our overall approach to care,dev,GPT-2-LN-FWS,1,Yes,1,Pro,1
Prenatal diagnosis should be mandatory,Prenatal diagnosis should be mandatory,prenatal testing is a necessity for the health of women and children,dev,GPT-2-LN-FWS,1,Yes,1,Pro,1
"Prenatal testing consists of prenatal screening and prenatal diagnosis, which are aspects of prenatal care that focus on detecting problems with the pregnancy as early as possible. Prenatal diagnosis should be mandatory",Prenatal diagnosis should be mandatory,prenatal testing is an important and necessary component of the health plans for pregnant women and children,dev,GPT-2-LN-FWS,0.857142857,Yes,1,Pro,1
Prenatal diagnosis should be mandatory,Prenatal diagnosis should be mandatory,prenatal testing is an important component of the prenatal health care system,dev,GPT-2-LN-FWS,0.857142857,Yes,1,Pro,1
Prenatal diagnosis should be mandatory,Prenatal diagnosis should be mandatory,prenatal testing is critical to researchers looking at how to prevent or treat serious birth defects,dev,GPT-2-RANK-CE,1,Yes,1,Pro,1
"Prenatal testing consists of prenatal screening and prenatal diagnosis, which are aspects of prenatal care that focus on detecting problems with the pregnancy as early as possible. Prenatal diagnosis should be mandatory",Prenatal diagnosis should be mandatory,prenatal testing is the most cost-effective way of providing care to children,dev,GPT-2-LN-FWS,0.857142857,Yes,1,Pro,1
"Prenatal testing consists of prenatal screening and prenatal diagnosis, which are aspects of prenatal care that focus on detecting problems with the pregnancy as early as possible. Prenatal diagnosis should be mandatory",Prenatal diagnosis should be mandatory,"Pre-pregnant women are more likely to carry a baby to due term, experience problems at the hands of the potential parent, and have a future of being taught a lesson.",dev,GPT-2-RANK-FWS,0,No,,,0
Prenatal diagnosis should be mandatory,Prenatal diagnosis should be mandatory,the abortion procedure would be dangerous because the women who performed the procedure would suffer a variety of medical complications during or after the procedure,dev,GPT-2-LN,0.714285714,Yes,0.857142857,Neither,0
Prenatal diagnosis should be mandatory,Prenatal diagnosis should be mandatory,the benefits of getting a prenatal diagnosis outweigh the costs,dev,GPT-2-LN,1,Yes,1,Pro,1
"Prenatal testing consists of prenatal screening and prenatal diagnosis, which are aspects of prenatal care that focus on detecting problems with the pregnancy as early as possible. Prenatal diagnosis should be mandatory",Prenatal diagnosis should be mandatory,the child will have a better chance of a normal life if they are born in a positive family situation.,dev,GPT-2-RANK-FWS,1,Yes,1,Neither,0
Prenatal diagnosis should be mandatory,Prenatal diagnosis should be mandatory,the prenatal diagnosis and treatment of bipolar disorder is a quick and very effective treatment,dev,GPT-2-LN,0.428571429,No,,,0
Prenatal diagnosis should be mandatory,Prenatal diagnosis should be mandatory,The prenatal diagnosis and treatment of women's health conditions is an integral part of the medical treatment process,dev,GPT-2-ALL,0.857142857,Yes,1,Pro,1
Prenatal diagnosis should be mandatory,Prenatal diagnosis should be mandatory,there is no evidence that prenatal diagnostic mammography is not safe.,dev,GPT-2-LN,0.857142857,Yes,0.571428571,Pro,1
