Label (-/P/C/?) ,Concept,Category/List Page Title,URL
P,Atheism,Category:Iranian_atheists,https://en.wikipedia.org/wiki/Category:Iranian_atheists
P,Atheism,Category:Irish_atheists,https://en.wikipedia.org/wiki/Category:Irish_atheists
P,Atheism,Category:Israeli_atheists,https://en.wikipedia.org/wiki/Category:Israeli_atheists
P,Atheism,Category:Italian_atheists,https://en.wikipedia.org/wiki/Category:Italian_atheists
P,Atheism,Category:Japanese_atheists,https://en.wikipedia.org/wiki/Category:Japanese_atheists
P,Atheism,Category:Jewish_atheists,https://en.wikipedia.org/wiki/Category:Jewish_atheists
P,Atheism,Category:Korean_atheists,https://en.wikipedia.org/wiki/Category:Korean_atheists
P,Atheism,Category:Lebanese_atheists,https://en.wikipedia.org/wiki/Category:Lebanese_atheists
P,Atheism,Category:Mexican_atheists,https://en.wikipedia.org/wiki/Category:Mexican_atheists
P,Atheism,Category:Nepalese_atheists,https://en.wikipedia.org/wiki/Category:Nepalese_atheists
P,Atheism,Category:New_Zealand_atheists,https://en.wikipedia.org/wiki/Category:New_Zealand_atheists
P,Atheism,Category:Nigerian_atheists,https://en.wikipedia.org/wiki/Category:Nigerian_atheists
P,Atheism,Category:Norwegian_atheists,https://en.wikipedia.org/wiki/Category:Norwegian_atheists
P,Atheism,Category:Polish_atheists,https://en.wikipedia.org/wiki/Category:Polish_atheists
P,Atheism,Category:Portuguese_atheists,https://en.wikipedia.org/wiki/Category:Portuguese_atheists
P,Atheism,Category:Romanian_atheists,https://en.wikipedia.org/wiki/Category:Romanian_atheists
P,Atheism,Category:Russian_atheists,https://en.wikipedia.org/wiki/Category:Russian_atheists
P,Atheism,Category:Scottish_atheists,https://en.wikipedia.org/wiki/Category:Scottish_atheists
P,Atheism,Category:Serbian_atheists,https://en.wikipedia.org/wiki/Category:Serbian_atheists
P,Atheism,Category:Slovenian_atheists,https://en.wikipedia.org/wiki/Category:Slovenian_atheists
P,Atheism,Category:South_African_atheists,https://en.wikipedia.org/wiki/Category:South_African_atheists
P,Atheism,Category:Spanish_atheists,https://en.wikipedia.org/wiki/Category:Spanish_atheists
P,Atheism,Category:Swedish_atheists,https://en.wikipedia.org/wiki/Category:Swedish_atheists
P,Atheism,Category:Swiss_atheists,https://en.wikipedia.org/wiki/Category:Swiss_atheists
P,Atheism,Category:Turkish_atheists,https://en.wikipedia.org/wiki/Category:Turkish_atheists
P,Atheism,Category:Ukrainian_atheists,https://en.wikipedia.org/wiki/Category:Ukrainian_atheists
P,Atheism,Category:Welsh_atheists,https://en.wikipedia.org/wiki/Category:Welsh_atheists
P,Atheism,List_of_atheist_activists_and_educators,https://en.wikipedia.org/wiki/List_of_atheist_activists_and_educators
P,Atheism,List_of_atheist_authors,https://en.wikipedia.org/wiki/List_of_atheist_authors
P,Atheism,List_of_atheist_philosophers,https://en.wikipedia.org/wiki/List_of_atheist_philosophers
P,Atheism,List_of_atheists_(miscellaneous),https://en.wikipedia.org/wiki/List_of_atheists_(miscellaneous)
P,Atheism,List_of_atheists_(surnames_A_to_B),https://en.wikipedia.org/wiki/List_of_atheists_(surnames_A_to_B)
P,Atheism,List_of_atheists_(surnames_N_to_Q),https://en.wikipedia.org/wiki/List_of_atheists_(surnames_N_to_Q)
P,Atheism,List_of_atheists_(surnames_R_to_S),https://en.wikipedia.org/wiki/List_of_atheists_(surnames_R_to_S)
P,Atheism,List_of_atheists_(surnames_T_to_Z),https://en.wikipedia.org/wiki/List_of_atheists_(surnames_T_to_Z)
P,Atheism,List_of_atheists_in_music,https://en.wikipedia.org/wiki/List_of_atheists_in_music
P,Atheism,List_of_atheists_in_politics_and_law,https://en.wikipedia.org/wiki/List_of_atheists_in_politics_and_law
P,Atheism,List_of_atheists_in_science_and_technology,https://en.wikipedia.org/wiki/List_of_atheists_in_science_and_technology
P,Atheism,List_of_Dutch_atheists,https://en.wikipedia.org/wiki/List_of_Dutch_atheists
-,Atheism,List_of_fictional_atheists_and_agnostics,https://en.wikipedia.org/wiki/List_of_fictional_atheists_and_agnostics
C,Atheism,List_of_former_atheists_and_agnostics,https://en.wikipedia.org/wiki/List_of_former_atheists_and_agnostics
P,Atheism,List_of_Jewish_atheists_and_agnostics,https://en.wikipedia.org/wiki/List_of_Jewish_atheists_and_agnostics
C,Atomic bombings of Hiroshima and Nagasaki,Category:Hibakusha,https://en.wikipedia.org/wiki/Category:Hibakusha
?,Atomic bombings of Hiroshima and Nagasaki,Category:People_associated_with_the_atomic_bombings_of_Hiroshima_and_Nagasaki,https://en.wikipedia.org/wiki/Category:People_associated_with_the_atomic_bombings_of_Hiroshima_and_Nagasaki
P,Black supremacy,Category:Black_supremacists,https://en.wikipedia.org/wiki/Category:Black_supremacists
X,Buddhism,Category:Abbots,https://en.wikipedia.org/wiki/Category:Abbots
P,Buddhism,Category:African-American_Buddhists,https://en.wikipedia.org/wiki/Category:African-American_Buddhists
P,Buddhism,Category:Ajahns,https://en.wikipedia.org/wiki/Category:Ajahns
P,Buddhism,Category:American_Buddhist_monks,https://en.wikipedia.org/wiki/Category:American_Buddhist_monks
P,Buddhism,Category:American_Buddhist_nuns,https://en.wikipedia.org/wiki/Category:American_Buddhist_nuns
P,Buddhism,Category:American_Buddhists,https://en.wikipedia.org/wiki/Category:American_Buddhists
P,Buddhism,Category:American_Theravada_Buddhists,https://en.wikipedia.org/wiki/Category:American_Theravada_Buddhists
P,Buddhism,Category:American_Zen_Buddhist_teachers,https://en.wikipedia.org/wiki/Category:American_Zen_Buddhist_teachers
P,Buddhism,Category:American_Zen_Buddhists,https://en.wikipedia.org/wiki/Category:American_Zen_Buddhists
P,Buddhism,Category:Australian_Buddhists,https://en.wikipedia.org/wiki/Category:Australian_Buddhists
P,Buddhism,Category:Ayyas,https://en.wikipedia.org/wiki/Category:Ayyas
P,Buddhism,Category:Bangladeshi_Buddhists,https://en.wikipedia.org/wiki/Category:Bangladeshi_Buddhists
P,Buddhism,Category:Bodhisattvas,https://en.wikipedia.org/wiki/Category:Bodhisattvas
-,Buddhism,Category:Bon,https://en.wikipedia.org/wiki/Category:Bon
P,Buddhism,Category:Brazilian_Buddhists,https://en.wikipedia.org/wiki/Category:Brazilian_Buddhists
P,Buddhism,Category:British_Buddhists,https://en.wikipedia.org/wiki/Category:British_Buddhists
-,Buddhism,Category:Buddhism,https://en.wikipedia.org/wiki/Category:Buddhism
-,Buddhism,Category:Buddhism_and_women,https://en.wikipedia.org/wiki/Category:Buddhism_and_women
-,Buddhism,Category:Buddhism_in_Japan,https://en.wikipedia.org/wiki/Category:Buddhism_in_Japan
-,Buddhism,Category:Buddhism_in_Kalmykia,https://en.wikipedia.org/wiki/Category:Buddhism_in_Kalmykia
-,Buddhism,Category:Buddhism_in_the_United_States,https://en.wikipedia.org/wiki/Category:Buddhism_in_the_United_States
P,Buddhism,Category:Buddhist_abbesses,https://en.wikipedia.org/wiki/Category:Buddhist_abbesses
-,Buddhism,Category:Buddhist_crisis,https://en.wikipedia.org/wiki/Category:Buddhist_crisis
P,Buddhism,Category:Buddhist_feminists,https://en.wikipedia.org/wiki/Category:Buddhist_feminists
P,Buddhism,Category:Buddhist_monarchs,https://en.wikipedia.org/wiki/Category:Buddhist_monarchs
P,Buddhism,Category:Buddhist_monks,https://en.wikipedia.org/wiki/Category:Buddhist_monks
P,Buddhism,Category:Buddhist_monks_from_Tibet,https://en.wikipedia.org/wiki/Category:Buddhist_monks_from_Tibet
P,Buddhism,Category:Buddhist_nuns,https://en.wikipedia.org/wiki/Category:Buddhist_nuns
P,Buddhism,Category:Buddhist_pacifists,https://en.wikipedia.org/wiki/Category:Buddhist_pacifists
P,Buddhism,Category:Buddhist_philosophers,https://en.wikipedia.org/wiki/Category:Buddhist_philosophers
P,Buddhism,Category:Buddhist_religious_leaders,https://en.wikipedia.org/wiki/Category:Buddhist_religious_leaders
-,Buddhism,Category:Buddhist_sangha,https://en.wikipedia.org/wiki/Category:Buddhist_sangha
?,Buddhism,Category:Buddhist_studies_scholars,https://en.wikipedia.org/wiki/Category:Buddhist_studies_scholars
P,Buddhism,Category:Buddhist_teachers,https://en.wikipedia.org/wiki/Category:Buddhist_teachers
P,Buddhism,Category:Buddhist_translators,https://en.wikipedia.org/wiki/Category:Buddhist_translators
P,Buddhism,Category:Buddhist_writers,https://en.wikipedia.org/wiki/Category:Buddhist_writers
P,Buddhism,Category:Buddhists_of_Jewish_descent,https://en.wikipedia.org/wiki/Category:Buddhists_of_Jewish_descent
P,Buddhism,Category:Burmese_Buddhist_monks,https://en.wikipedia.org/wiki/Category:Burmese_Buddhist_monks
P,Buddhism,Category:Burmese_Buddhists,https://en.wikipedia.org/wiki/Category:Burmese_Buddhists
P,Buddhism,Category:Burmese_Theravada_Buddhists,https://en.wikipedia.org/wiki/Category:Burmese_Theravada_Buddhists
P,Buddhism,Category:Cambodian_Buddhist_monks,https://en.wikipedia.org/wiki/Category:Cambodian_Buddhist_monks
P,Buddhism,Category:Cambodian_Buddhists,https://en.wikipedia.org/wiki/Category:Cambodian_Buddhists
P,Buddhism,Category:Cambodian_Theravada_Buddhists,https://en.wikipedia.org/wiki/Category:Cambodian_Theravada_Buddhists
P,Buddhism,Category:Canadian_Buddhists,https://en.wikipedia.org/wiki/Category:Canadian_Buddhists
-,Buddhism,Category:Chakri_Dynasty,https://en.wikipedia.org/wiki/Category:Chakri_Dynasty
P,Buddhism,Category:Chan_Buddhists,https://en.wikipedia.org/wiki/Category:Chan_Buddhists
P,Buddhism,Category:Chinese_Buddhist_monks,https://en.wikipedia.org/wiki/Category:Chinese_Buddhist_monks
P,Buddhism,Category:Chinese_Buddhist_nuns,https://en.wikipedia.org/wiki/Category:Chinese_Buddhist_nuns
P,Buddhism,Category:Chinese_Zen_Buddhists,https://en.wikipedia.org/wiki/Category:Chinese_Zen_Buddhists
P,Buddhism,Category:Converts_to_Buddhism,https://en.wikipedia.org/wiki/Category:Converts_to_Buddhism
P,Buddhism,Category:Converts_to_Buddhism_from_Christianity,https://en.wikipedia.org/wiki/Category:Converts_to_Buddhism_from_Christianity
P,Buddhism,Category:Converts_to_Buddhism_from_Islam,https://en.wikipedia.org/wiki/Category:Converts_to_Buddhism_from_Islam
C,Buddhism,Category:Converts_to_Christianity_from_Buddhism,https://en.wikipedia.org/wiki/Category:Converts_to_Christianity_from_Buddhism
?,Buddhism,Category:Converts_to_Roman_Catholicism_from_Buddhism,https://en.wikipedia.org/wiki/Category:Converts_to_Roman_Catholicism_from_Buddhism
P,Buddhism,Category:Converts_to_S%C5%8Dka_Gakkai,https://en.wikipedia.org/wiki/Category:Converts_to_S%C5%8Dka_Gakkai
C,Buddhism,Category:Critics_of_Buddhism,https://en.wikipedia.org/wiki/Category:Critics_of_Buddhism
P,Buddhism,Category:Dalai_Lamas,https://en.wikipedia.org/wiki/Category:Dalai_Lamas
-,Buddhism,Category:Dharma_Drum_Mountain,https://en.wikipedia.org/wiki/Category:Dharma_Drum_Mountain
-,Buddhism,Category:Dzogchen,https://en.wikipedia.org/wiki/Category:Dzogchen
P,Buddhism,Category:Engaged_Buddhists,https://en.wikipedia.org/wiki/Category:Engaged_Buddhists
P,Buddhism,Category:English_Buddhist_monks,https://en.wikipedia.org/wiki/Category:English_Buddhist_monks
P,Buddhism,Category:English_Buddhists,https://en.wikipedia.org/wiki/Category:English_Buddhists
P,Buddhism,Category:English_Theravada_Buddhists,https://en.wikipedia.org/wiki/Category:English_Theravada_Buddhists
P,Buddhism,Category:Female_Buddhist_clergy,https://en.wikipedia.org/wiki/Category:Female_Buddhist_clergy
-,Buddhism,Category:Fo_Guang_Shan,https://en.wikipedia.org/wiki/Category:Fo_Guang_Shan
-,Buddhism,Category:Foundation_for_the_Preservation_of_the_Mahayana_Tradition,https://en.wikipedia.org/wiki/Category:Foundation_for_the_Preservation_of_the_Mahayana_Tradition
P,Buddhism,Category:French_Buddhists,https://en.wikipedia.org/wiki/Category:French_Buddhists
P,Buddhism,Category:Gaden_Tripas,https://en.wikipedia.org/wiki/Category:Gaden_Tripas
-,Buddhism,Category:Gelug,https://en.wikipedia.org/wiki/Category:Gelug
P,Buddhism,Category:Gelug_Buddhists,https://en.wikipedia.org/wiki/Category:Gelug_Buddhists
P,Buddhism,Category:Gelug_Lamas,https://en.wikipedia.org/wiki/Category:Gelug_Lamas
P,Buddhism,Category:German_Buddhists,https://en.wikipedia.org/wiki/Category:German_Buddhists
P,Buddhism,Category:German_Theravada_Buddhists,https://en.wikipedia.org/wiki/Category:German_Theravada_Buddhists
P,Buddhism,Category:Geshes,https://en.wikipedia.org/wiki/Category:Geshes
-,Buddhism,Category:History_of_Buddhism,https://en.wikipedia.org/wiki/Category:History_of_Buddhism
P,Buddhism,Category:Hong_Kong_Buddhists,https://en.wikipedia.org/wiki/Category:Hong_Kong_Buddhists
P,Buddhism,Category:Indian_Buddhists,https://en.wikipedia.org/wiki/Category:Indian_Buddhists
P,Buddhism,Category:Indonesian_Buddhists,https://en.wikipedia.org/wiki/Category:Indonesian_Buddhists
P,Buddhism,Category:Italian_Buddhists,https://en.wikipedia.org/wiki/Category:Italian_Buddhists
P,Buddhism,Category:Japanese_Buddhist_monks,https://en.wikipedia.org/wiki/Category:Japanese_Buddhist_monks
P,Buddhism,Category:Japanese_Buddhist_nuns,https://en.wikipedia.org/wiki/Category:Japanese_Buddhist_nuns
P,Buddhism,Category:Japanese_Buddhists,https://en.wikipedia.org/wiki/Category:Japanese_Buddhists
P,Buddhism,Category:Japanese_Zen_Buddhists,https://en.wikipedia.org/wiki/Category:Japanese_Zen_Buddhists
P,Buddhism,Category:Jathika_Hela_Urumaya_politicians,https://en.wikipedia.org/wiki/Category:Jathika_Hela_Urumaya_politicians
P,Buddhism,Category:Jebtsundamba_Khutuktus,https://en.wikipedia.org/wiki/Category:Jebtsundamba_Khutuktus
P,Buddhism,Category:Jin_dynasty_(265%E2%80%93420)_Buddhists,https://en.wikipedia.org/wiki/Category:Jin_dynasty_(265%E2%80%93420)_Buddhists
P,Buddhism,Category:Kagy%C3%BC_Buddhists,https://en.wikipedia.org/wiki/Category:Kagy%C3%BC_Buddhists
-,Buddhism,Category:Kagyu,https://en.wikipedia.org/wiki/Category:Kagyu
P,Buddhism,Category:Korean_Buddhists,https://en.wikipedia.org/wiki/Category:Korean_Buddhists
-,Buddhism,Category:Kwan_Um_School_of_Zen,https://en.wikipedia.org/wiki/Category:Kwan_Um_School_of_Zen
P,Buddhism,Category:Lamas,https://en.wikipedia.org/wiki/Category:Lamas
P,Buddhism,Category:Lamas_from_Tibet,https://en.wikipedia.org/wiki/Category:Lamas_from_Tibet
P,Buddhism,Category:LGBT_Buddhists,https://en.wikipedia.org/wiki/Category:LGBT_Buddhists
P,Buddhism,Category:Liang_dynasty_Buddhists,https://en.wikipedia.org/wiki/Category:Liang_dynasty_Buddhists
P,Buddhism,Category:Liu_Song_Buddhists,https://en.wikipedia.org/wiki/Category:Liu_Song_Buddhists
P,Buddhism,Category:Malaysian_Buddhists,https://en.wikipedia.org/wiki/Category:Malaysian_Buddhists
P,Buddhism,Category:Members_of_S%C5%8Dka_Gakkai,https://en.wikipedia.org/wiki/Category:Members_of_S%C5%8Dka_Gakkai
P,Buddhism,Category:Nepalese_Buddhist_monks,https://en.wikipedia.org/wiki/Category:Nepalese_Buddhist_monks
P,Buddhism,Category:Nepalese_Buddhists,https://en.wikipedia.org/wiki/Category:Nepalese_Buddhists
P,Buddhism,Category:Nepalese_Theravada_Buddhists,https://en.wikipedia.org/wiki/Category:Nepalese_Theravada_Buddhists
P,Buddhism,Category:New_Komeito_politicians,https://en.wikipedia.org/wiki/Category:New_Komeito_politicians
-,Buddhism,Category:Newar,https://en.wikipedia.org/wiki/Category:Newar
-,Buddhism,Category:Nichiren_Buddhism,https://en.wikipedia.org/wiki/Category:Nichiren_Buddhism
P,Buddhism,Category:Nichiren_Buddhists,https://en.wikipedia.org/wiki/Category:Nichiren_Buddhists
P,Buddhism,Category:Northern_Wei_Buddhists,https://en.wikipedia.org/wiki/Category:Northern_Wei_Buddhists
P,Buddhism,Category:Northern_Zhou_Buddhists,https://en.wikipedia.org/wiki/Category:Northern_Zhou_Buddhists
-,Buddhism,Category:Nyaya,https://en.wikipedia.org/wiki/Category:Nyaya
-,Buddhism,Category:Nyingma,https://en.wikipedia.org/wiki/Category:Nyingma
P,Buddhism,Category:Nyingma_Lamas,https://en.wikipedia.org/wiki/Category:Nyingma_Lamas
P,Buddhism,Category:Nyingmapa_Buddhists,https://en.wikipedia.org/wiki/Category:Nyingmapa_Buddhists
P,Buddhism,Category:Palang_Dharma_Party_politicians,https://en.wikipedia.org/wiki/Category:Palang_Dharma_Party_politicians
P,Buddhism,Category:People's_Republic_of_China_Buddhists,https://en.wikipedia.org/wiki/Category:People's_Republic_of_China_Buddhists
P,Buddhism,Category:Performers_of_Buddhist_music,https://en.wikipedia.org/wiki/Category:Performers_of_Buddhist_music
-,Buddhism,Category:Pure_Land_Buddhism,https://en.wikipedia.org/wiki/Category:Pure_Land_Buddhism
P,Buddhism,Category:Qing_dynasty_Buddhists,https://en.wikipedia.org/wiki/Category:Qing_dynasty_Buddhists
P,Buddhism,Category:Republic_of_China_Buddhists,https://en.wikipedia.org/wiki/Category:Republic_of_China_Buddhists
-,Buddhism,Category:Rim%C3%A9,https://en.wikipedia.org/wiki/Category:Rim%C3%A9
P,Buddhism,Category:Rinpoches,https://en.wikipedia.org/wiki/Category:Rinpoches
